Player,Position,General_Position,Games_Played,Games_Started,Games_Missed,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,REB,AST,STL,BLK,TOV,PTS,Season
Dwight Howard,C,C,57,5,2,17.27,2.4,4.1,0.585,0.1,0.3,0.25,1.7,3.0,0.573,8.3,0.8,0.4,0.9,1.7,6.6,2020-2021
Markus Howard,SG,G,28,0,31,3.25,0.4,1.7,0.255,0.2,1.2,0.182,0.0,0.1,0.5,0.4,0.4,0.1,0.0,0.2,1.1,2020-2021
Kevin Huerter,SG,G,60,45,0,31.4,4.6,10.7,0.433,2.1,5.7,0.369,0.8,1.0,0.793,3.4,3.6,1.2,0.2,1.2,12.2,2020-2021
Elijah Hughes,SF,F,13,0,46,3.57,0.6,1.7,0.364,0.5,1.3,0.353,0.2,0.3,0.75,0.5,0.3,0.1,0.1,0.5,1.9,2020-2021
De'Andre Hunter,SF,F,20,18,40,31.25,5.6,11.2,0.502,1.6,4.4,0.356,3.2,3.8,0.867,5.1,2.1,0.9,0.5,1.4,16.0,2020-2021
Chandler Hutchison,SF,F,14,0,45,13.19,1.4,3.9,0.345,0.3,1.0,0.286,0.8,0.9,0.846,3.4,0.6,0.3,0.0,1.0,3.8,2020-2021
Serge Ibaka,C,C,39,39,23,23.56,4.5,8.9,0.507,1.0,2.8,0.352,0.9,1.2,0.822,6.7,1.7,0.2,1.2,1.1,10.9,2020-2021
Andre Iguodala,SF,F,53,4,7,21.51,1.6,4.2,0.378,1.0,3.2,0.323,0.4,0.6,0.647,3.7,2.2,1.0,0.6,1.0,4.6,2020-2021
Ersan Ilyasova,PF,F,10,1,8,8.71,1.2,3.1,0.387,1.0,2.4,0.417,0.3,0.3,1.0,1.7,0.2,0.7,0.2,0.4,3.7,2020-2021
Joe Ingles,SF,F,54,17,5,27.17,4.2,8.0,0.525,2.9,5.8,0.494,1.1,1.3,0.857,3.7,4.4,0.7,0.2,1.6,12.4,2020-2021
Brandon Ingram,SF,F,54,54,5,34.55,8.6,18.2,0.471,2.4,6.2,0.382,4.8,5.4,0.887,4.9,4.9,0.7,0.6,2.5,24.3,2020-2021
Kyrie Irving,PG,G,44,44,16,35.22,10.3,20.4,0.506,2.6,6.9,0.383,3.9,4.2,0.919,4.9,6.3,1.4,0.6,2.5,27.1,2020-2021
Wesley Iwundu,SF,F,34,4,24,13.67,0.9,2.6,0.352,0.1,1.1,0.128,0.7,0.9,0.828,2.2,0.4,0.4,0.1,0.5,2.7,2020-2021
Frank Jackson,PG,G,31,4,27,16.58,2.9,6.3,0.456,1.4,3.5,0.402,1.3,1.6,0.8,1.9,0.7,0.3,0.0,0.9,8.4,2020-2021
Jaren Jackson Jr.,C,C,2,0,0,21.36,7.0,12.5,0.56,0.5,3.0,0.167,4.5,5.0,0.9,5.5,1.0,0.5,2.5,0.5,19.0,2020-2021
Josh Jackson,SG,G,55,20,5,24.99,5.0,11.5,0.43,1.3,4.1,0.311,2.5,3.4,0.725,4.1,2.1,0.9,0.7,2.2,13.7,2020-2021
Justin Jackson,SF,F,33,3,17,16.49,2.6,6.4,0.406,1.0,3.4,0.306,0.9,1.1,0.857,2.2,1.5,0.5,0.1,0.9,7.2,2020-2021
Reggie Jackson,SG,G,58,36,4,22.77,3.9,8.6,0.452,1.7,3.9,0.441,1.1,1.3,0.805,2.9,3.2,0.6,0.1,1.1,10.5,2020-2021
Justin James,SF,F,26,0,33,5.83,0.7,1.6,0.429,0.2,0.7,0.294,0.2,0.5,0.417,0.4,0.6,0.1,0.0,0.2,1.8,2020-2021
LeBron James,PG,G,41,41,18,33.86,9.5,18.4,0.513,2.4,6.5,0.368,4.1,5.8,0.703,7.9,7.9,1.0,0.6,3.7,25.4,2020-2021
Mike James,G,G,1,0,0,21.28,3.0,8.0,0.375,1.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,0.0,0.0,0.0,8.0,2020-2021
DaQuan Jeffries,SG,G,23,2,37,12.3,1.2,3.0,0.391,0.4,1.6,0.278,0.3,0.3,0.857,1.7,0.4,0.3,0.3,0.3,3.0,2020-2021
Ty Jerome,SG,G,27,1,33,24.06,3.6,8.5,0.419,2.0,5.1,0.396,0.7,0.9,0.72,2.8,3.7,0.6,0.1,1.4,9.8,2020-2021
Isaiah Joe,SG,G,31,1,28,9.27,1.0,3.1,0.337,0.8,2.4,0.333,0.3,0.4,0.75,0.9,0.5,0.3,0.1,0.2,3.2,2020-2021
Alize Johnson,PF,F,12,0,5,10.56,2.5,4.1,0.612,0.1,0.4,0.2,0.2,0.2,1.0,4.6,0.8,0.3,0.2,0.7,5.3,2020-2021
Cameron Johnson,PF,F,53,10,6,23.55,3.5,7.9,0.443,2.1,5.5,0.377,0.8,0.9,0.878,3.3,1.5,0.6,0.3,0.7,9.9,2020-2021
James Johnson,PF,F,40,6,18,20.08,2.7,6.0,0.442,0.6,2.4,0.26,0.8,1.3,0.642,3.3,2.0,0.8,0.9,1.1,6.8,2020-2021
Keldon Johnson,SF,F,55,53,3,28.47,4.9,10.2,0.479,0.9,2.6,0.345,2.0,2.8,0.727,6.4,1.7,0.6,0.4,1.1,12.7,2020-2021
Stanley Johnson,PF,F,50,6,9,14.61,1.2,2.9,0.395,0.6,1.7,0.345,0.5,0.6,0.828,2.3,1.2,0.7,0.3,0.8,3.4,2020-2021
Tyler Johnson,SG,G,31,2,29,16.85,1.8,4.6,0.394,1.2,3.3,0.376,0.5,0.6,0.842,1.9,0.9,0.4,0.0,0.4,5.4,2020-2021
Nikola Jokic,C,C,59,59,0,35.36,10.3,18.2,0.566,1.4,3.4,0.405,4.3,5.0,0.857,10.9,8.7,1.4,0.6,3.1,26.3,2020-2021
Damian Jones,C,C,26,8,21,10.26,1.1,1.6,0.707,0.0,0.0,0.0,0.8,1.2,0.733,2.3,0.3,0.2,0.6,0.5,3.1,2020-2021
Derrick Jones Jr.,SF,F,52,42,7,24.12,2.7,5.6,0.481,0.8,2.5,0.326,1.1,1.7,0.64,3.9,0.8,0.7,1.0,0.6,7.3,2020-2021
Mason Jones,SG,G,30,1,24,10.75,1.7,4.0,0.425,0.8,2.2,0.364,1.2,1.9,0.614,1.8,1.4,0.2,0.0,0.9,5.4,2020-2021
Tre Jones,PG,G,29,0,29,5.37,0.8,1.7,0.458,0.1,0.1,0.667,0.3,0.3,1.0,0.4,0.7,0.2,0.0,0.4,1.9,2020-2021
Tyus Jones,PG,G,57,8,1,18.67,2.8,6.4,0.437,0.7,2.2,0.315,0.6,0.6,0.917,2.1,4.0,1.0,0.1,0.7,6.9,2020-2021
DeAndre Jordan,C,C,52,40,8,22.32,3.5,4.4,0.779,0.0,0.0,0.0,0.8,1.5,0.506,7.4,1.7,0.3,1.2,1.5,7.7,2020-2021
Cory Joseph,PG,G,58,8,4,22.57,3.0,6.4,0.463,0.7,2.1,0.336,1.2,1.4,0.807,2.5,3.2,0.9,0.3,1.2,7.8,2020-2021
Mfiondu Kabengele,PF,F,27,0,26,4.37,0.4,1.4,0.297,0.2,0.8,0.227,0.3,0.3,0.875,0.7,0.2,0.1,0.1,0.3,1.3,2020-2021
Frank Kaminsky,C,C,34,13,25,14.49,2.4,5.2,0.463,0.8,1.9,0.4,0.6,1.1,0.564,3.6,1.6,0.3,0.4,0.5,6.2,2020-2021
Enes Kanter,C,C,59,35,0,26.04,5.0,8.2,0.611,0.0,0.0,0.0,1.9,2.4,0.782,11.5,1.3,0.5,0.7,1.2,11.9,2020-2021
Luke Kennard,SG,G,56,15,6,19.91,3.2,6.6,0.477,1.6,3.6,0.46,0.4,0.5,0.828,2.7,1.7,0.4,0.2,0.8,8.4,2020-2021
Maxi Kleber,PF,F,42,35,16,27.61,2.3,5.5,0.417,1.7,4.2,0.41,0.8,0.8,0.914,5.3,1.3,0.5,0.8,0.7,7.1,2020-2021
Nathan Knight,PF,F,27,0,33,8.33,1.1,2.9,0.372,0.2,0.9,0.2,1.2,1.5,0.805,2.0,0.2,0.3,0.3,0.6,3.6,2020-2021
Kevin Knox,SF,F,38,0,22,11.88,1.4,3.6,0.399,0.9,2.3,0.391,0.4,0.5,0.778,1.6,0.5,0.3,0.2,0.4,4.2,2020-2021
John Konchar,SG,G,34,0,24,13.68,1.4,3.0,0.456,0.4,1.2,0.366,0.6,0.7,0.833,2.8,1.1,0.9,0.2,0.5,3.8,2020-2021
Furkan Korkmaz,SG,G,47,9,12,19.75,3.2,7.8,0.408,1.9,4.9,0.381,1.2,1.7,0.734,2.1,1.3,0.9,0.2,0.9,9.5,2020-2021
Luke Kornet,PF,F,23,0,36,9.61,1.1,2.8,0.385,0.6,2.0,0.283,0.1,0.3,0.5,1.8,0.6,0.1,0.8,0.1,2.9,2020-2021
Rodions Kurucs,SF,F,20,0,41,6.03,0.6,1.6,0.344,0.3,1.0,0.286,0.0,0.1,0.5,1.2,0.5,0.4,0.2,0.6,1.4,2020-2021
Kyle Kuzma,SF,F,56,26,3,28.42,4.9,11.4,0.436,2.0,5.6,0.348,1.0,1.4,0.675,6.5,1.8,0.5,0.6,1.8,12.8,2020-2021
Anthony Lamb,SF,F,13,0,13,10.47,0.8,3.2,0.244,0.4,1.8,0.208,0.4,0.5,0.833,2.4,0.4,0.1,0.2,0.2,2.3,2020-2021
Jeremy Lamb,SG,G,36,8,22,21.26,3.3,7.7,0.435,1.4,3.6,0.406,2.0,2.1,0.947,3.6,1.5,0.9,0.6,0.6,10.1,2020-2021
Romeo Langford,SG,G,11,3,0,16.12,0.8,3.0,0.273,0.3,1.0,0.273,0.3,0.3,1.0,2.3,0.7,0.4,0.2,0.6,2.2,2020-2021
Zach LaVine,SG,G,53,53,6,35.22,9.8,19.4,0.506,3.4,8.2,0.416,4.4,5.2,0.848,5.1,5.1,0.8,0.5,3.6,27.5,2020-2021
Jake Layman,SF,F,42,11,18,14.34,2.1,4.2,0.497,0.5,1.7,0.288,0.6,0.9,0.703,1.5,0.7,0.7,0.4,0.6,5.3,2020-2021
Jalen Lecque,PG,G,4,0,39,3.03,0.2,2.2,0.111,0.0,0.2,0.0,0.8,0.8,1.0,1.2,0.5,0.0,0.0,0.0,1.2,2020-2021
Damion Lee,SG,G,57,1,3,18.93,2.2,4.8,0.467,1.4,3.4,0.397,0.7,0.8,0.909,3.2,1.3,0.7,0.1,0.5,6.5,2020-2021
Saben Lee,PG,G,37,7,23,15.47,1.9,4.1,0.464,0.2,0.4,0.438,1.4,2.0,0.676,2.1,3.4,0.7,0.3,1.1,5.4,2020-2021
Alex Len,C,C,51,29,10,15.36,2.7,4.3,0.627,0.1,0.5,0.304,1.2,1.9,0.608,3.8,0.8,0.3,1.0,1.0,6.6,2020-2021
Kawhi Leonard,SF,F,46,46,16,34.38,9.4,18.2,0.516,2.0,5.0,0.393,5.0,5.7,0.878,6.7,5.1,1.7,0.4,2.0,25.7,2020-2021
Meyers Leonard,C,C,3,2,42,9.79,1.0,2.3,0.429,1.0,2.3,0.429,0.3,0.7,0.5,2.3,0.7,0.0,0.0,0.7,3.3,2020-2021
Caris LeVert,SG,G,34,26,26,30.94,7.1,16.5,0.431,1.7,5.6,0.305,2.6,3.2,0.8,4.5,4.8,1.5,0.5,2.0,18.5,2020-2021
Kira Lewis Jr.,PG,G,41,0,18,16.29,2.5,6.4,0.398,0.8,2.3,0.34,0.6,0.8,0.788,1.2,2.3,0.7,0.2,0.6,6.5,2020-2021
Damian Lillard,PG,G,54,54,5,35.95,8.8,20.2,0.437,4.0,10.8,0.373,6.9,7.4,0.923,4.2,7.6,0.9,0.3,3.2,28.5,2020-2021
Nassir Little,PF,F,39,2,20,14.3,1.7,3.7,0.469,0.7,1.9,0.365,0.8,1.0,0.825,2.9,0.5,0.1,0.3,0.4,5.0,2020-2021
Kevon Looney,C,C,49,22,11,17.34,1.6,3.0,0.552,0.1,0.3,0.25,0.5,0.7,0.706,4.8,1.9,0.4,0.4,0.7,3.8,2020-2021
Brook Lopez,C,C,57,57,1,27.3,4.3,8.9,0.485,1.6,4.4,0.355,1.5,1.8,0.854,5.1,0.7,0.6,1.4,0.9,11.7,2020-2021
Robin Lopez,C,C,59,9,0,19.76,3.6,5.8,0.629,0.1,0.3,0.278,1.4,2.0,0.698,3.9,0.8,0.2,0.6,1.1,8.7,2020-2021
Kevin Love,PF,F,16,16,43,22.78,3.9,10.0,0.394,2.1,6.4,0.333,1.8,2.2,0.778,6.5,2.2,0.5,0.1,1.3,11.8,2020-2021
Kyle Lowry,PG,G,41,41,18,34.64,5.6,12.9,0.435,2.7,7.0,0.389,3.1,3.6,0.877,5.5,7.2,1.0,0.2,2.9,17.0,2020-2021
Timothe Luwawu-Cabarrot,SF,F,53,7,7,19.04,2.3,6.4,0.361,1.4,4.3,0.314,0.6,0.8,0.8,2.4,1.2,0.6,0.1,0.8,6.6,2020-2021
Trey Lyles,PF,F,23,9,35,15.56,1.9,3.9,0.478,0.6,1.7,0.35,0.7,1.0,0.652,3.7,0.6,0.3,0.0,0.3,5.0,2020-2021
Will Magnay,C,C,1,0,11,3.27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-2021
Thon Maker,C,C,8,0,4,9.56,1.2,2.2,0.556,0.0,0.2,0.0,1.2,1.4,0.909,2.2,0.5,0.2,0.5,0.4,3.8,2020-2021
Theo Maledon,PG,G,54,38,6,27.71,3.4,9.2,0.371,1.6,4.7,0.35,1.4,1.9,0.738,3.5,3.5,0.9,0.1,2.1,9.9,2020-2021
Karim Mane,PG,G,10,0,44,8.83,0.3,1.3,0.231,0.1,0.2,0.5,0.4,0.5,0.8,1.4,0.4,0.0,0.2,0.3,1.1,2020-2021
Terance Mann,SG,G,59,8,3,19.11,2.5,5.2,0.481,0.6,1.4,0.412,1.0,1.3,0.803,3.7,1.7,0.4,0.2,0.6,6.6,2020-2021
Nico Mannion,PG,G,24,1,36,12.27,1.3,3.9,0.34,0.8,2.1,0.36,0.8,1.0,0.8,1.4,2.2,0.6,0.0,1.1,4.2,2020-2021
Boban Marjanovic,C,C,24,3,34,9.03,2.0,4.2,0.48,0.0,0.2,0.0,0.8,1.1,0.769,4.4,0.3,0.0,0.2,0.4,4.9,2020-2021
Lauri Markkanen,PF,F,39,25,20,26.95,5.2,10.9,0.48,2.4,6.0,0.393,1.7,2.0,0.835,5.3,0.9,0.5,0.3,1.1,14.5,2020-2021
Naji Marshall,SF,F,19,4,40,18.26,1.7,4.7,0.367,0.6,2.0,0.316,1.7,2.5,0.688,3.4,2.6,0.6,0.3,0.7,5.8,2020-2021
Caleb Martin,SF,F,44,2,15,15.37,1.9,5.0,0.379,0.6,2.3,0.252,0.7,1.1,0.612,2.8,1.2,0.7,0.2,0.7,5.0,2020-2021
Cody Martin,SF,F,47,5,12,15.59,1.5,3.4,0.447,0.3,1.0,0.265,0.5,0.8,0.595,2.7,1.6,0.6,0.2,0.7,3.8,2020-2021
Kelan Martin,SF,F,21,0,37,5.55,0.8,2.1,0.386,0.3,1.0,0.3,0.2,0.2,1.0,1.2,0.3,0.2,0.1,0.3,2.1,2020-2021
Kenyon Martin Jr.,SF,F,33,0,27,19.7,2.5,5.1,0.503,0.4,1.2,0.325,1.1,1.5,0.771,4.7,0.6,0.5,0.9,0.6,6.6,2020-2021
Frank Mason III,PG,G,4,1,2,19.82,2.2,6.0,0.375,0.5,1.2,0.4,1.2,1.8,0.714,3.0,3.0,0.0,0.0,1.2,6.2,2020-2021
Garrison Mathews,SG,G,53,22,6,17.18,1.6,3.9,0.415,1.2,3.2,0.391,1.3,1.4,0.895,1.4,0.5,0.5,0.1,0.2,5.7,2020-2021
Dakota Mathias,SG,G,8,2,6,15.43,2.4,6.0,0.396,1.0,3.2,0.308,0.2,0.8,0.333,0.9,1.6,0.1,0.4,0.1,6.0,2020-2021
Wesley Matthews,SG,G,49,7,10,19.56,1.4,4.3,0.335,1.1,3.4,0.325,0.6,0.7,0.857,1.6,0.9,0.7,0.3,0.4,4.6,2020-2021
Tyrese Maxey,SG,G,50,6,9,14.62,3.0,6.7,0.449,0.4,1.6,0.278,0.8,0.9,0.864,1.5,1.7,0.4,0.2,0.6,7.2,2020-2021
Skylar Mays,SG,G,27,0,33,7.38,1.0,2.6,0.394,0.4,1.1,0.345,0.8,0.9,0.88,1.0,0.8,0.4,0.0,0.3,3.3,2020-2021
Patrick McCaw,SF,F,5,0,47,6.68,0.2,0.2,1.0,0.0,0.0,0.0,0.6,0.6,1.0,0.6,0.8,0.4,0.0,0.0,1.0,2020-2021
CJ McCollum,SG,G,34,34,25,33.91,8.6,19.3,0.445,3.7,9.6,0.388,2.3,2.8,0.819,4.2,4.8,1.1,0.5,1.4,23.2,2020-2021
T.J. McConnell,PG,G,55,2,3,25.67,3.8,6.7,0.573,0.2,0.6,0.353,0.4,0.6,0.618,3.6,6.5,1.7,0.3,1.9,8.3,2020-2021
Jaden McDaniels,PF,F,53,19,7,23.14,2.6,5.8,0.448,1.2,3.1,0.372,0.4,0.7,0.59,3.6,1.1,0.5,1.0,0.7,6.8,2020-2021
Jalen McDaniels,SF,F,34,10,25,16.88,2.5,5.5,0.457,0.7,2.0,0.333,0.9,1.2,0.732,2.9,1.0,0.5,0.3,1.0,6.6,2020-2021
Doug McDermott,PF,F,52,19,6,24.28,5.1,9.8,0.517,1.6,4.3,0.379,1.2,1.4,0.822,3.6,1.3,0.3,0.1,0.8,12.9,2020-2021
Sean McDermott,SF,F,17,0,41,9.17,0.8,1.9,0.394,0.3,1.3,0.227,0.5,0.5,1.0,1.1,0.2,0.1,0.2,0.2,2.3,2020-2021
JaVale McGee,C,C,37,1,22,14.67,3.2,6.2,0.522,0.1,0.5,0.25,1.0,1.6,0.644,5.1,0.9,0.5,1.1,1.4,7.6,2020-2021
Rodney McGruder,SG,G,16,2,44,12.1,2.3,4.4,0.529,0.7,1.5,0.458,0.4,0.5,0.75,1.4,1.0,0.5,0.1,0.4,5.7,2020-2021
Alfonzo McKinnie,SF,F,34,0,25,6.46,1.1,2.2,0.52,0.4,0.9,0.438,0.3,0.5,0.529,1.4,0.2,0.1,0.0,0.1,3.0,2020-2021
Jordan McLaughlin,PG,G,40,2,20,19.52,2.0,5.2,0.393,0.7,1.8,0.365,0.4,0.6,0.75,2.1,4.2,1.1,0.2,1.0,5.2,2020-2021
Ben McLemore,SG,G,40,4,16,16.71,2.5,6.8,0.366,1.7,5.1,0.33,0.9,1.2,0.766,2.0,0.8,0.5,0.1,0.8,7.6,2020-2021
Nicolo Melli,PF,F,33,4,26,12.13,0.8,2.8,0.297,0.4,1.7,0.232,0.3,0.3,0.9,2.5,1.0,0.3,0.1,0.3,2.3,2020-2021
De'Anthony Melton,PG,G,38,1,20,20.42,3.8,8.0,0.477,1.9,4.2,0.453,0.8,1.0,0.769,3.2,2.6,1.3,0.5,1.2,10.3,2020-2021
Sam Merrill,SG,G,26,1,32,7.43,1.0,2.3,0.458,0.7,1.5,0.462,0.2,0.2,1.0,1.0,0.7,0.2,0.0,0.4,2.9,2020-2021
Chimezie Metu,C,C,26,0,32,9.72,2.1,3.6,0.574,0.1,0.4,0.3,0.7,1.0,0.654,2.6,0.7,0.3,0.5,0.6,4.9,2020-2021
Khris Middleton,SF,F,56,56,2,33.47,7.5,15.7,0.481,2.2,5.2,0.43,3.0,3.4,0.889,6.0,5.6,1.1,0.2,2.7,20.3,2020-2021
Darius Miller,SF,F,18,0,34,10.93,1.2,2.7,0.458,0.9,2.3,0.405,0.7,0.7,1.0,1.3,1.2,0.7,0.3,0.4,4.1,2020-2021
Patty Mills,PG,G,55,0,3,25.49,4.0,9.5,0.424,2.5,6.6,0.384,1.1,1.2,0.91,1.7,2.4,0.6,0.0,1.0,11.7,2020-2021
Paul Millsap,PF,F,47,34,12,21.21,3.3,6.9,0.486,0.9,2.6,0.358,1.3,1.8,0.706,4.8,1.7,0.8,0.7,0.9,8.9,2020-2021
Shake Milton,SG,G,51,3,8,23.94,4.9,10.9,0.45,1.1,3.3,0.345,2.4,2.9,0.849,2.3,3.0,0.6,0.3,1.8,13.4,2020-2021
Donovan Mitchell,PG,G,53,53,6,33.42,9.0,20.6,0.438,3.4,8.7,0.386,5.0,6.0,0.845,4.4,5.2,1.0,0.3,2.8,26.4,2020-2021
Adam Mokoka,SG,G,11,0,48,4.65,0.6,1.5,0.412,0.1,0.8,0.111,0.0,0.1,0.0,0.5,0.5,0.2,0.1,0.3,1.4,2020-2021
Malik Monk,SG,G,32,0,27,21.7,4.6,10.1,0.46,2.2,5.2,0.424,1.7,2.0,0.815,2.7,1.9,0.5,0.1,1.5,13.1,2020-2021
E'Twaun Moore,SG,G,24,1,35,14.51,1.8,4.2,0.422,0.3,1.2,0.276,0.3,0.4,0.8,1.8,1.5,0.6,0.2,0.8,4.2,2020-2021
Ja Morant,PG,G,50,50,8,32.22,7.0,15.3,0.455,1.1,3.6,0.291,4.4,6.0,0.732,3.8,7.4,0.9,0.2,3.1,19.4,2020-2021
Juwan Morgan,PF,F,23,0,36,4.94,0.5,1.0,0.5,0.1,0.5,0.273,0.1,0.3,0.429,1.0,0.3,0.2,0.0,0.1,1.2,2020-2021
Marcus Morris,PF,F,49,20,13,25.8,4.8,10.2,0.471,2.5,5.2,0.478,1.2,1.4,0.803,4.0,1.0,0.6,0.2,0.9,13.3,2020-2021
Markieff Morris,PF,F,51,26,8,20.6,2.7,6.3,0.433,1.2,3.6,0.335,0.6,0.8,0.744,4.6,1.2,0.3,0.3,1.0,7.3,2020-2021
Monte Morris,PG,G,44,13,15,26.15,4.0,8.3,0.477,1.1,3.0,0.377,1.3,1.6,0.789,2.2,3.2,0.7,0.3,0.7,10.3,2020-2021
Mychal Mulder,PG,G,48,3,12,10.29,1.3,3.1,0.42,1.0,2.6,0.365,0.2,0.4,0.579,0.8,0.4,0.2,0.2,0.2,3.8,2020-2021
Dejounte Murray,PG,G,55,55,3,31.58,6.5,14.3,0.451,1.0,3.1,0.333,1.6,2.0,0.791,6.9,5.3,1.5,0.1,1.7,15.5,2020-2021
Jamal Murray,PG,G,48,48,11,35.49,7.9,16.5,0.477,2.7,6.6,0.408,2.8,3.2,0.869,4.0,4.8,1.3,0.3,2.2,21.2,2020-2021
Mike Muscala,C,C,35,0,25,18.44,3.4,7.6,0.446,1.9,5.3,0.37,0.9,1.0,0.917,3.8,0.8,0.2,0.3,0.6,9.7,2020-2021
Sviatoslav Mykhailiuk,SF,F,56,14,3,19.87,2.9,7.1,0.412,1.5,4.6,0.335,0.6,0.8,0.756,2.5,1.6,0.7,0.2,1.3,8.0,2020-2021
Abdel Nader,SF,F,24,0,35,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.2,1.5,0.757,2.6,0.8,0.4,0.4,0.8,6.7,2020-2021
Larry Nance Jr.,PF,F,34,27,25,31.44,3.7,7.8,0.475,1.2,3.3,0.369,0.9,1.4,0.617,6.7,3.0,1.8,0.5,1.6,9.5,2020-2021
Aaron Nesmith,SF,F,34,0,26,12.72,1.1,3.1,0.375,0.7,2.2,0.338,0.3,0.5,0.688,2.2,0.4,0.3,0.2,0.5,3.4,2020-2021
Raul Neto,PG,G,53,11,6,20.9,3.2,6.9,0.459,1.0,2.6,0.374,0.9,1.1,0.842,2.3,2.2,1.2,0.1,0.8,8.3,2020-2021
Georges Niang,PF,F,59,1,0,14.54,2.1,4.9,0.432,1.5,3.6,0.408,0.2,0.2,1.0,2.4,0.8,0.3,0.1,0.7,5.9,2020-2021
Zeke Nnaji,PF,F,37,1,22,9.54,1.2,2.5,0.484,0.5,1.4,0.385,0.3,0.4,0.8,1.5,0.2,0.2,0.1,0.2,3.2,2020-2021
Nerlens Noel,C,C,53,30,7,23.66,2.2,3.6,0.619,0.0,0.0,0.0,0.8,1.1,0.69,6.6,0.7,1.0,2.2,1.1,5.2,2020-2021
Jaylen Nowell,SG,G,38,0,22,18.78,3.6,8.4,0.428,1.2,3.7,0.338,1.1,1.3,0.824,2.3,1.6,0.6,0.3,0.7,9.5,2020-2021
Frank Ntilikina,PG,G,24,4,36,10.89,1.0,2.7,0.369,0.8,1.6,0.474,0.3,0.7,0.5,1.0,0.6,0.6,0.1,0.4,3.1,2020-2021
Kendrick Nunn,PG,G,46,34,14,28.83,5.3,11.5,0.467,2.2,5.7,0.379,1.0,1.0,0.917,3.2,2.8,1.0,0.2,1.5,13.8,2020-2021
James Nunnally,SF,F,3,0,3,7.84,1.0,2.3,0.429,0.7,2.0,0.333,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.3,2.7,2020-2021
Jusuf Nurkic,C,C,24,24,35,23.02,4.0,8.1,0.495,0.4,1.0,0.36,1.6,2.6,0.613,7.8,3.3,1.0,0.9,2.0,10.0,2020-2021
David Nwaba,SF,F,30,9,30,22.62,3.5,7.2,0.488,0.6,2.1,0.27,1.6,2.3,0.691,3.9,1.0,1.0,0.7,0.6,9.2,2020-2021
Jordan Nwora,SF,F,24,2,34,9.08,1.8,4.2,0.431,0.9,2.0,0.438,0.6,0.8,0.789,1.7,0.3,0.5,0.2,0.8,5.2,2020-2021
Royce O'Neale,SF,F,58,58,1,31.93,2.4,5.5,0.439,1.5,3.9,0.373,0.6,0.7,0.857,7.1,2.5,0.7,0.5,1.1,6.9,2020-2021
Semi Ojeleye,PF,F,50,12,10,17.52,1.6,4.0,0.4,1.1,2.9,0.386,0.5,0.6,0.75,2.6,0.7,0.3,0.0,0.4,4.8,2020-2021
Jahlil Okafor,C,C,19,0,41,11.03,1.9,3.3,0.597,0.1,0.3,0.333,0.4,0.5,0.8,2.1,0.6,0.2,0.2,0.5,4.4,2020-2021
Chuma Okeke,PF,F,42,16,17,24.88,2.8,6.9,0.403,1.0,3.0,0.328,0.7,0.9,0.757,4.0,2.2,1.0,0.5,0.8,7.2,2020-2021
Josh Okogie,SG,G,47,31,13,20.95,1.8,4.6,0.397,0.5,1.9,0.275,1.4,1.7,0.817,2.6,1.1,1.0,0.5,0.7,5.6,2020-2021
Onyeka Okongwu,C,C,38,3,22,11.2,1.6,2.6,0.616,0.0,0.1,0.0,0.7,1.2,0.622,3.0,0.2,0.4,0.6,0.5,3.9,2020-2021
Isaac Okoro,SG,G,54,54,5,31.83,3.0,7.2,0.422,0.9,2.8,0.303,1.3,1.7,0.723,2.8,1.8,1.0,0.4,1.3,8.2,2020-2021
KZ Okpala,PF,F,30,9,30,12.79,1.0,2.8,0.345,0.4,1.6,0.255,0.1,0.3,0.3,2.0,0.5,0.3,0.3,0.4,2.4,2020-2021
Victor Oladipo,SG,G,33,33,27,32.73,7.1,17.5,0.408,2.4,7.2,0.326,3.2,4.2,0.754,4.8,4.6,1.4,0.4,2.5,19.8,2020-2021
Kelly Olynyk,C,C,59,51,3,27.93,4.5,9.4,0.484,1.8,5.4,0.339,1.2,1.5,0.818,6.6,2.2,1.0,0.6,1.6,12.1,2020-2021
Miye Oni,SG,G,43,0,16,9.02,0.7,2.0,0.345,0.6,1.7,0.324,0.1,0.1,0.833,1.6,0.3,0.1,0.2,0.3,2.0,2020-2021
Cedi Osman,SF,F,49,17,10,24.07,3.4,9.5,0.36,1.6,5.3,0.3,1.1,1.5,0.743,3.3,2.6,0.9,0.2,1.1,9.5,2020-2021
Daniel Oturu,C,C,23,0,39,4.11,0.6,1.1,0.538,0.0,0.0,0.0,0.2,0.3,0.625,1.0,0.3,0.0,0.1,0.2,1.4,2020-2021
Kelly Oubre Jr.,SF,F,53,50,7,30.82,5.8,13.2,0.442,1.6,5.1,0.321,2.2,3.2,0.701,6.0,1.4,1.1,0.8,1.3,15.5,2020-2021
Jabari Parker,PF,F,7,0,41,12.45,2.4,4.3,0.567,0.0,0.6,0.0,0.1,0.3,0.5,3.3,1.0,0.1,0.4,1.0,5.0,2020-2021
